,name,position,team,opponent_team,round,total_points,season,xP,assists_avg_last3,bonus_avg_last3,bps_avg_last3,clean_sheets_avg_last3,creativity_avg_last3,expected_assists_avg_last3,expected_goal_involvements_avg_last3,expected_goals_avg_last3,expected_goals_conceded_avg_last3,goals_conceded_avg_last3,goals_scored_avg_last3,influence_avg_last3,minutes_avg_last3,own_goals_avg_last3,penalties_missed_avg_last3,penalties_saved_avg_last3,red_cards_avg_last3,saves_avg_last3,selected_avg_last3,starts_avg_last3,threat_avg_last3,total_points_avg_last3,transfers_balance_avg_last3,transfers_in_avg_last3,transfers_out_avg_last3,value_avg_last3,yellow_cards_avg_last3,assists_prev_week,bonus_prev_week,bps_prev_week,clean_sheets_prev_week,creativity_prev_week,expected_assists_prev_week,expected_goal_involvements_prev_week,expected_goals_prev_week,expected_goals_conceded_prev_week,goals_conceded_prev_week,goals_scored_prev_week,influence_prev_week,minutes_prev_week,own_goals_prev_week,penalties_missed_prev_week,penalties_saved_prev_week,red_cards_prev_week,saves_prev_week,selected_prev_week,starts_prev_week,threat_prev_week,total_points_prev_week,transfers_balance_prev_week,transfers_in_prev_week,transfers_out_prev_week,value_prev_week,yellow_cards_prev_week
62,Reece James,DEF,Chelsea,18,2,7,2022-23,7.0,0.0,2.0,31.0,1.0,50.9,0.0,0.0,0.0,0.0,0.0,0.0,16.4,90.0,0.0,0.0,0.0,0.0,0.0,3202426.0,0.0,19.0,7.0,0.0,0.0,0.0,60.0,1.0,0,2,31,1,50.9,0.0,0.0,0.0,0.0,0,0,16.4,90,0,0,0,0,0,3202426,0.0,19.0,7,0,0,0,60,1
63,Timothy Castagne,DEF,Leicester,1,2,0,2022-23,3.5,0.0,1.0,23.0,0.0,19.0,0.0,0.0,0.0,0.0,2.0,1.0,42.8,90.0,0.0,0.0,0.0,0.0,0.0,88735.0,0.0,37.0,8.0,0.0,0.0,0.0,45.0,0.0,0,1,23,0,19.0,0.0,0.0,0.0,0.0,2,1,42.8,90,0,0,0,0,0,88735,0.0,37.0,8,0,0,0,45,0
64,Callum Wilson,FWD,Newcastle,5,2,2,2022-23,4.0,0.0,0.0,25.0,1.0,25.3,0.0,0.0,0.0,0.0,0.0,1.0,34.2,89.0,0.0,0.0,0.0,0.0,0.0,290279.0,0.0,49.0,6.0,0.0,0.0,0.0,75.0,0.0,0,0,25,1,25.3,0.0,0.0,0.0,0.0,0,1,34.2,89,0,0,0,0,0,290279,0.0,49.0,6,0,0,0,75,0
65,Ilkay Gündogan,MID,Man City,3,2,10,2022-23,8.0,0.0,0.0,11.0,1.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,3.8,77.0,0.0,0.0,0.0,0.0,0.0,75393.0,0.0,21.0,3.0,0.0,0.0,0.0,75.0,0.0,0,0,11,1,26.4,0.0,0.0,0.0,0.0,0,0,3.8,77,0,0,0,0,0,75393,0.0,21.0,3,0,0,0,75,0
66,Ben Davies,DEF,Spurs,6,2,4,2022-23,3.0,0.0,0.0,4.666666666666667,0.0,5.6000000000000005,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,7.466666666666666,28.333333333333332,0.0,0.0,0.0,0.0,0.0,21463.0,0.0,3.0,0.6666666666666666,-76.0,0.0,76.0,43.333333333333336,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,779,0.0,0.0,0,-228,0,228,40,0
67,Conor Coady,DEF,Everton,2,2,2,2022-23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382201.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,382201,0.0,0.0,0,0,0,0,50,0
68,Tyrone Mings,DEF,Aston Villa,8,2,2,2022-23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573589.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,573589,0.0,0.0,0,0,0,0,45,0
69,José Malheiro de Sá,GK,Wolves,9,2,15,2022-23,9.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,24.0,90.0,0.0,0.0,0.0,0.0,3.0,323035.0,0.0,0.0,2.0,0.0,0.0,0.0,50.0,0.0,0,0,17,0,0.0,0.0,0.0,0.0,0.0,2,0,24.0,90,0,0,0,0,3,323035,0.0,0.0,2,0,0,0,50,0
70,Demarai Gray,MID,Everton,2,2,2,2022-23,2.0,0.0,0.0,8.0,0.0,18.2,0.0,0.0,0.0,0.0,1.0,0.0,5.6,90.0,0.0,0.0,0.0,0.0,0.0,68541.0,0.0,24.0,2.0,0.0,0.0,0.0,55.0,0.0,0,0,8,0,18.2,0.0,0.0,0.0,0.0,1,0,5.6,90,0,0,0,0,0,68541,0.0,24.0,2,0,0,0,55,0
71,Jordan Pickford,GK,Everton,2,2,1,2022-23,2.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,90.0,0.0,0.0,0.0,0.0,5.0,423510.0,0.0,0.0,3.0,0.0,0.0,0.0,45.0,0.0,0,0,20,0,0.0,0.0,0.0,0.0,0.0,1,0,35.0,90,0,0,0,0,5,423510,0.0,0.0,3,0,0,0,45,0
72,Pascal Groß,MID,Brighton,15,2,3,2022-23,9.0,0.0,3.0,44.0,0.0,19.3,0.0,0.0,0.0,0.0,1.0,2.0,72.0,90.0,0.0,0.0,0.0,0.0,0.0,13469.0,0.0,76.0,15.0,0.0,0.0,0.0,55.0,0.0,0,3,44,0,19.3,0.0,0.0,0.0,0.0,1,2,72.0,90,0,0,0,0,0,13469,0.0,76.0,15,0,0,0,55,0
73,Douglas Luiz Soares de Paulo,MID,Aston Villa,8,2,0,2022-23,0.0,0.0,0.0,-1.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,60038.0,0.0,8.0,0.0,0.0,0.0,0.0,50.0,1.0,0,0,-1,0,2.3,0.0,0.0,0.0,0.0,0,0,0.0,8,0,0,0,0,0,60038,0.0,8.0,0,0,0,0,50,1
74,Aaron Cresswell,DEF,West Ham,16,2,2,2022-23,2.0,0.0,0.0,16.0,0.0,18.7,0.0,0.0,0.0,0.0,2.0,0.0,22.0,90.0,0.0,0.0,0.0,0.0,0.0,266706.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,0,0,16,0,18.7,0.0,0.0,0.0,0.0,2,0,22.0,90,0,0,0,0,0,266706,0.0,0.0,1,0,0,0,50,0
75,Andrew Robertson,DEF,Liverpool,7,2,2,2022-23,2.5,0.0,0.0,4.0,0.0,7.8,0.0,0.0,0.0,0.0,2.0,0.0,13.2,90.0,0.0,0.0,0.0,0.0,0.0,1027195.0,0.0,8.0,1.0,0.0,0.0,0.0,70.0,0.0,0,0,4,0,7.8,0.0,0.0,0.0,0.0,2,0,13.2,90,0,0,0,0,0,1027195,0.0,8.0,1,0,0,0,70,0
76,Harry Kane,FWD,Spurs,6,2,8,2022-23,5.0,0.0,0.0,4.0,0.0,22.2,0.0,0.0,0.0,0.0,1.0,0.0,14.6,90.0,0.0,0.0,0.0,0.0,0.0,2286082.0,0.0,34.0,2.0,0.0,0.0,0.0,115.0,0.0,0,0,4,0,22.2,0.0,0.0,0.0,0.0,1,0,14.6,90,0,0,0,0,0,2286082,0.0,34.0,2,0,0,0,115,0
77,Gabriel Fernando de Jesus,FWD,Arsenal,10,2,19,2022-23,11.0,0.0,0.0,7.0,1.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,7.4,82.0,0.0,0.0,0.0,0.0,0.0,6018571.0,0.0,38.0,2.0,0.0,0.0,0.0,80.0,0.0,0,0,7,1,3.2,0.0,0.0,0.0,0.0,0,0,7.4,82,0,0,0,0,0,6018571,0.0,38.0,2,0,0,0,80,0
78,Marc Guéhi,DEF,Crystal Palace,12,2,2,2022-23,-0.5,0.0,0.0,7.0,0.0,1.4,0.0,0.0,0.0,0.0,2.0,0.0,16.6,90.0,1.0,0.0,0.0,0.0,0.0,178083.0,0.0,0.0,-1.0,0.0,0.0,0.0,45.0,0.0,0,0,7,0,1.4,0.0,0.0,0.0,0.0,2,0,16.6,90,1,0,0,0,0,178083,0.0,0.0,-1,0,0,0,45,0
79,Dan Burn,DEF,Newcastle,5,2,7,2022-23,6.5,0.0,0.0,23.0,1.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,10.2,90.0,0.0,0.0,0.0,0.0,0.0,89476.0,0.0,36.0,6.0,0.0,0.0,0.0,45.0,0.0,0,0,23,1,10.2,0.0,0.0,0.0,0.0,0,0,10.2,90,0,0,0,0,0,89476,0.0,36.0,6,0,0,0,45,0
80,Conor Gallagher,MID,Chelsea,18,2,1,2022-23,1.0,0.0,0.0,3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.0,0.0,0.0,0.0,0.0,153243.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,0.0,0,0,3,0,0.5,0.0,0.0,0.0,0.0,0,0,2.2,1,0,0,0,0,0,153243,0.0,0.0,1,0,0,0,60,0
81,Joël Veltman,DEF,Brighton,15,2,8,2022-23,5.0,0.0,0.0,15.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,25.4,90.0,0.0,0.0,0.0,0.0,0.0,27438.0,0.0,0.0,2.0,0.0,0.0,0.0,45.0,0.0,0,0,15,0,0.8,0.0,0.0,0.0,0.0,1,0,25.4,90,0,0,0,0,0,27438,0.0,0.0,2,0,0,0,45,0
82,James Ward-Prowse,MID,Southampton,11,2,2,2022-23,6.0,0.0,2.0,33.0,0.0,56.1,0.0,0.0,0.0,0.0,4.0,1.0,49.2,90.0,0.0,0.0,0.0,0.0,0.0,717828.0,0.0,24.0,9.0,0.0,0.0,0.0,65.0,0.0,0,2,33,0,56.1,0.0,0.0,0.0,0.0,4,1,49.2,90,0,0,0,0,0,717828,0.0,24.0,9,0,0,0,65,0
83,Jadon Sancho,MID,Man Utd,4,2,1,2022-23,2.0,0.0,0.0,13.0,0.0,24.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,89.0,0.0,0.0,0.0,0.0,0.0,817327.0,0.0,12.0,2.0,0.0,0.0,0.0,75.0,0.0,0,0,13,0,24.0,0.0,0.0,0.0,0.0,2,0,7.0,89,0,0,0,0,0,817327,0.0,12.0,2,0,0,0,75,0
84,Mathias Jensen,MID,Brentford,14,2,14,2022-23,7.0,0.0,0.0,9.0,0.0,11.4,0.0,0.0,0.0,0.0,2.0,0.0,6.2,58.0,0.0,0.0,0.0,0.0,0.0,4698.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,0,0,9,0,11.4,0.0,0.0,0.0,0.0,2,0,6.2,58,0,0,0,0,0,4698,0.0,0.0,1,0,0,0,50,0
85,Virgil van Dijk,DEF,Liverpool,7,2,2,2022-23,2.5,0.0,0.0,12.0,0.0,0.8,0.0,0.0,0.0,0.0,2.0,0.0,16.4,90.0,0.0,0.0,0.0,0.0,0.0,1133441.0,0.0,2.0,1.0,0.0,0.0,0.0,65.0,0.0,0,0,12,0,0.8,0.0,0.0,0.0,0.0,2,0,16.4,90,0,0,0,0,0,1133441,0.0,2.0,1,0,0,0,65,0
86,Dejan Kulusevski,MID,Spurs,6,2,2,2022-23,7.5,1.0,3.0,45.0,0.0,40.3,0.0,0.0,0.0,0.0,1.0,1.0,65.8,85.0,0.0,0.0,0.0,0.0,0.0,470486.0,0.0,47.0,13.0,0.0,0.0,0.0,80.0,0.0,1,3,45,0,40.3,0.0,0.0,0.0,0.0,1,1,65.8,85,0,0,0,0,0,470486,0.0,47.0,13,0,0,0,80,0
87,James Maddison,MID,Leicester,1,2,7,2022-23,5.5,1.0,0.0,19.0,0.0,62.2,0.0,0.0,0.0,0.0,2.0,0.0,28.2,90.0,0.0,0.0,0.0,0.0,0.0,389016.0,0.0,60.0,5.0,0.0,0.0,0.0,80.0,0.0,1,0,19,0,62.2,0.0,0.0,0.0,0.0,2,0,28.2,90,0,0,0,0,0,389016,0.0,60.0,5,0,0,0,80,0
88,Raheem Sterling,MID,Chelsea,18,2,5,2022-23,4.0,0.0,0.0,-1.0,1.0,29.8,0.0,0.0,0.0,0.0,0.0,0.0,7.0,90.0,0.0,0.0,0.0,0.0,0.0,530944.0,0.0,56.0,3.0,0.0,0.0,0.0,100.0,0.0,0,0,-1,1,29.8,0.0,0.0,0.0,0.0,0,0,7.0,90,0,0,0,0,0,530944,0.0,56.0,3,0,0,0,100,0
89,Riyad Mahrez,MID,Man City,3,2,3,2022-23,3.5,0.0,0.0,4.0,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,454397.0,0.0,0.0,1.0,0.0,0.0,0.0,80.0,0.0,0,0,4,0,14.3,0.0,0.0,0.0,0.0,0,0,2.0,2,0,0,0,0,0,454397,0.0,0.0,1,0,0,0,80,0
90,Danny Ings,FWD,Aston Villa,8,2,6,2022-23,3.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,0.0,180366.0,0.0,33.0,1.0,0.0,0.0,0.0,70.0,1.0,0,0,0,0,12.5,0.0,0.0,0.0,0.0,1,0,1.0,65,0,0,0,0,0,180366,0.0,33.0,1,0,0,0,70,1
91,Youri Tielemans,MID,Leicester,1,2,2,2022-23,1.5,0.0,0.0,13.0,0.0,17.1,0.0,0.0,0.0,0.0,2.0,0.0,11.8,90.0,0.0,0.0,0.0,0.0,0.0,181627.0,0.0,16.0,2.0,0.0,0.0,0.0,65.0,0.0,0,0,13,0,17.1,0.0,0.0,0.0,0.0,2,0,11.8,90,0,0,0,0,0,181627,0.0,16.0,2,0,0,0,65,0
92,Alexis Mac Allister,MID,Brighton,15,2,2,2022-23,1.0,0.0,0.0,1.0,0.0,1.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,90.0,1.0,0.0,0.0,0.0,0.0,14464.0,0.0,9.0,0.0,0.0,0.0,0.0,55.0,0.0,0,0,1,0,1.6,0.0,0.0,0.0,0.0,1,0,0.0,90,1,0,0,0,0,14464,0.0,9.0,0,0,0,0,55,0
93,Eberechi Eze,MID,Crystal Palace,12,2,6,2022-23,3.0,0.0,0.0,7.0,0.0,8.1,0.0,0.0,0.0,0.0,2.0,0.0,6.8,85.0,0.0,0.0,0.0,0.0,0.0,74770.0,0.0,21.0,2.0,0.0,0.0,0.0,55.0,0.0,0,0,7,0,8.1,0.0,0.0,0.0,0.0,2,0,6.8,85,0,0,0,0,0,74770,0.0,21.0,2,0,0,0,55,0
94,Martin Ødegaard,MID,Arsenal,10,2,2,2022-23,3.0,0.0,0.0,9.0,1.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,3.4,90.0,0.0,0.0,0.0,0.0,0.0,1133257.0,0.0,23.0,3.0,0.0,0.0,0.0,65.0,0.0,0,0,9,1,8.3,0.0,0.0,0.0,0.0,0,0,3.4,90,0,0,0,0,0,1133257,0.0,23.0,3,0,0,0,65,0
95,Ethan Pinnock,DEF,Brentford,14,2,0,2022-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2802.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,2802,0.0,0.0,0,0,0,0,45,0
96,Vicente Guaita,GK,Crystal Palace,12,2,2,2022-23,0.5,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.8,90.0,0.0,0.0,0.0,0.0,1.0,120146.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,0.0,0,0,15,0,0.0,0.0,0.0,0.0,0.0,2,0,13.8,90,0,0,0,0,1,120146,0.0,0.0,1,0,0,0,45,0
97,Hugo Lloris,GK,Spurs,6,2,1,2022-23,1.5,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.8,90.0,0.0,0.0,0.0,0.0,1.0,379701.0,0.0,0.0,2.0,0.0,0.0,0.0,55.0,0.0,0,0,10,0,0.0,0.0,0.0,0.0,0.0,1,0,10.8,90,0,0,0,0,1,379701,0.0,0.0,2,0,0,0,55,0
98,Nick Pope,GK,Newcastle,5,2,10,2022-23,8.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,90.0,0.0,0.0,0.0,0.0,0.0,334464.0,0.0,0.0,6.0,0.0,0.0,0.0,50.0,0.0,0,0,21,1,0.0,0.0,0.0,0.0,0.0,0,0,2.4,90,0,0,0,0,0,334464,0.0,0.0,6,0,0,0,50,0
99,Fabian Schär,DEF,Newcastle,13,3,0,2022-23,5.7,0.0,1.5,32.5,1.0,7.6499999999999995,0.0,0.0,0.0,0.0,0.0,0.5,43.3,90.0,0.0,0.0,0.0,0.0,0.0,225810.0,0.0,12.5,10.0,108636.0,119409.5,10773.5,45.5,0.5,0,0,22,1,0.7,0.0,0.0,0.0,0.0,0,0,20.6,90,0,0,0,0,0,411488,0.0,0.0,5,217272,238819,21547,46,1
100,Alisson Ramses Becker,GK,Liverpool,14,3,1,2022-23,1.8,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,12.5,90.0,0.0,0.0,0.0,0.0,1.5,1606930.0,0.0,0.0,1.5,-45149.0,18250.5,63399.5,55.0,0.0,0,0,12,0,0.0,0.0,0.0,0.0,0.0,1,0,16.8,90,0,0,0,0,2,1646148,0.0,0.0,2,-90298,36501,126799,55,0
101,Che Adams,FWD,Southampton,10,3,12,2022-23,4.7,0.0,0.0,3.0,0.0,6.75,0.0,0.0,0.0,0.0,1.0,0.0,2.6,45.0,0.0,0.0,0.0,0.0,0.0,57623.0,0.0,1.5,1.0,-6522.0,1313.0,7835.0,64.5,0.0,0,0,6,0,13.5,0.0,0.0,0.0,0.0,2,0,5.2,90,0,0,0,0,0,53680,0.0,3.0,2,-13044,2626,15670,64,0
102,Rodrigo Hernandez,MID,Man City,15,3,5,2022-23,4.7,0.0,0.0,13.5,1.0,9.55,0.0,0.0,0.0,0.0,0.0,0.0,12.7,89.0,0.0,0.0,0.0,0.0,0.0,237000.5,0.0,4.0,3.0,-5366.5,11993.0,17359.5,60.0,0.0,0,0,9,1,13.3,0.0,0.0,0.0,0.0,0,0,9.4,90,0,0,0,0,0,253733,0.0,7.0,3,-10733,23986,34719,60,0
103,Jack Grealish,MID,Man City,15,3,0,2022-23,2.3,0.0,0.0,12.0,0.5,27.2,0.0,0.0,0.0,0.0,0.0,0.0,6.6,67.5,0.0,0.0,0.0,0.0,0.0,360654.5,0.0,9.0,2.0,10936.0,30535.0,19599.0,70.0,0.0,0,0,5,0,25.2,0.0,0.0,0.0,0.0,0,0,6.0,45,0,0,0,0,0,393693,0.0,4.0,1,21872,61070,39198,70,0
104,Jack Harrison,MID,Leeds,6,3,14,2022-23,7.0,1.0,1.0,21.5,0.0,65.5,0.0,0.0,0.0,0.0,1.5,0.0,34.5,86.5,0.0,0.0,0.0,0.0,0.0,102014.0,0.0,7.0,5.0,12483.0,19213.5,6730.5,60.0,1.0,1,0,18,0,52.2,0.0,0.0,0.0,0.0,2,0,34.2,83,0,0,0,0,0,124577,0.0,4.0,4,24966,38427,13461,60,1
105,Rodrigo Moreno,MID,Leeds,6,3,13,2022-23,10.7,0.0,1.5,36.0,0.0,16.45,0.0,0.0,0.0,0.0,1.5,1.5,55.1,77.0,0.0,0.0,0.0,0.0,0.0,115363.0,0.0,71.0,11.0,19834.5,27864.5,8030.0,60.0,0.0,0,3,49,0,31.8,0.0,0.0,0.0,0.0,2,2,75.4,90,0,0,0,0,0,156860,0.0,113.0,15,39669,55729,16060,60,0
106,Erling Haaland,FWD,Man City,15,3,6,2022-23,9.0,0.5,1.5,32.0,1.0,9.05,0.0,0.0,0.0,0.0,0.0,1.0,40.4,75.0,0.0,0.0,0.0,0.0,0.0,4312433.5,0.0,48.0,9.0,556968.5,571906.5,14938.0,115.5,0.0,1,0,16,1,13.3,0.0,0.0,0.0,0.0,0,0,18.2,73,0,0,0,0,0,5226268,0.0,23.0,5,1113937,1143813,29876,116,0
107,Phil Foden,MID,Man City,15,3,2,2022-23,5.7,0.5,0.0,24.5,0.5,35.4,0.0,0.0,0.0,0.0,0.0,0.5,35.5,66.0,0.0,0.0,0.0,0.0,0.0,539990.5,0.0,23.0,6.0,8521.0,37387.5,28866.5,80.0,0.0,1,0,30,0,40.4,0.0,0.0,0.0,0.0,0,1,60.2,45,0,0,0,0,0,597136,0.0,36.0,9,17042,74775,57733,80,0
108,Kevin De Bruyne,MID,Man City,15,3,5,2022-23,9.3,1.0,1.5,35.0,1.0,60.75,0.0,0.0,0.0,0.0,0.0,0.5,46.5,88.5,0.0,0.0,0.0,0.0,0.0,1307452.0,0.0,32.5,10.0,32215.5,66155.5,33940.0,120.0,0.0,1,3,46,1,78.5,0.0,0.0,0.0,0.0,0,1,68.6,90,0,0,0,0,0,1463650,0.0,45.0,14,64431,132311,67880,120,0
109,Ben Mee,DEF,Brentford,9,3,0,2022-23,5.2,0.0,1.0,20.5,0.5,0.85,0.0,0.0,0.0,0.0,1.0,0.5,23.5,74.0,0.0,0.0,0.0,0.0,0.0,26952.0,0.0,17.5,7.0,-912.0,513.0,1425.0,45.0,0.0,0,2,32,1,0.3,0.0,0.0,0.0,0.0,0,1,39.2,90,0,0,0,0,0,27610,0.0,35.0,14,-1824,1026,2850,45,0
110,Ivan Toney,FWD,Brentford,9,3,8,2022-23,8.8,1.0,1.5,28.5,0.5,34.45,0.0,0.0,0.0,0.0,1.0,0.5,38.3,90.0,0.0,0.0,0.0,0.0,0.0,475512.0,0.0,19.5,8.5,9413.0,36334.5,26921.5,70.0,0.0,2,1,31,1,43.1,0.0,0.0,0.0,0.0,0,0,37.6,90,0,0,0,0,0,512063,0.0,16.0,9,18826,72669,53843,70,0
111,Robert Sánchez,GK,Brighton,19,3,8,2022-23,6.0,0.0,0.5,20.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,23.0,90.0,0.0,0.0,0.0,0.0,3.0,958909.0,0.0,0.0,5.0,24747.5,45546.5,20799.0,45.0,0.0,0,0,22,1,0.0,0.0,0.0,0.0,0.0,0,0,6.0,90,0,0,0,0,1,1024877,0.0,0.0,6,49495,91093,41598,45,0
112,Pierre-Emile Højbjerg,MID,Spurs,20,3,2,2022-23,5.2,0.0,1.5,28.0,0.0,20.85,0.0,0.0,0.0,0.0,1.5,0.5,44.0,90.0,0.0,0.0,0.0,0.0,0.0,75384.0,0.0,3.5,6.0,-3481.5,2361.0,5842.5,55.0,0.0,0,3,40,0,14.8,0.0,0.0,0.0,0.0,2,1,68.2,90,0,0,0,0,0,76704,0.0,7.0,10,-6963,4722,11685,55,0
113,Declan Rice,MID,West Ham,5,3,2,2022-23,1.0,0.0,0.0,6.5,0.0,3.8,0.0,0.0,0.0,0.0,1.5,0.0,19.8,90.0,0.0,0.5,0.0,0.0,0.0,534361.5,0.0,9.5,0.5,87.5,21845.5,21758.0,50.0,0.5,0,0,3,0,6.3,0.0,0.0,0.0,0.0,1,0,19.8,90,0,1,0,0,0,567681,0.0,15.0,-1,175,43691,43516,50,1
114,David Raya Martin,GK,Brentford,9,3,3,2022-23,4.5,0.0,0.0,22.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.700000000000003,90.0,0.0,0.0,0.0,0.0,3.5,494620.0,0.0,0.0,4.5,-9115.0,5595.0,14710.0,45.0,0.0,0,0,30,1,0.0,0.0,0.0,0.0,0.0,0,0,27.6,90,0,0,0,0,4,493521,0.0,0.0,7,-18230,11190,29420,45,0
115,Joachim Andersen,DEF,Crystal Palace,2,3,2,2022-23,1.3,0.0,0.0,14.0,0.0,6.1,0.0,0.0,0.0,0.0,1.5,0.0,39.0,90.0,0.0,0.0,0.0,0.0,0.0,222046.5,0.0,6.5,1.0,-5948.5,5255.0,11203.5,45.0,0.5,0,0,8,0,0.0,0.0,0.0,0.0,0.0,1,0,40.6,90,0,0,0,0,0,225529,0.0,7.0,1,-11897,10510,22407,45,1
116,Ederson Santana de Moraes,GK,Man City,15,3,1,2022-23,5.7,0.0,0.5,23.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,90.0,0.0,0.0,0.0,0.0,1.0,1405934.0,0.0,0.0,6.5,38796.5,67551.0,28754.5,55.0,0.0,0,0,21,1,0.0,0.0,0.0,0.0,0.0,0,0,6.2,90,0,0,0,0,1,1571574,0.0,0.0,6,77593,135102,57509,55,0
117,Jarrod Bowen,MID,West Ham,5,3,2,2022-23,2.0,0.0,0.0,3.5,0.0,2.0,0.0,0.0,0.0,0.0,1.5,0.0,7.1,87.0,0.0,0.0,0.0,0.0,0.0,561522.0,0.0,12.0,2.0,-9207.5,25616.0,34823.5,85.0,0.0,0,0,2,0,3.3,0.0,0.0,0.0,0.0,1,0,7.6,84,0,0,0,0,0,575857,0.0,2.0,2,-18415,51232,69647,85,0
118,Ben Davies,DEF,Liverpool,14,3,0,2022-23,0.0,0.3333333333333333,0.0,11.333333333333334,0.0,9.233333333333334,0.0,0.0,0.0,0.0,1.0,0.0,20.866666666666667,58.333333333333336,0.0,0.0,0.0,0.0,0.0,44105.0,0.0,14.0,2.0,-1414.0,860.3333333333334,2274.3333333333335,46.666666666666664,0.0,1,0,20,0,10.9,0.0,0.0,0.0,0.0,2,0,40.2,90,0,0,0,0,0,68940,0.0,33.0,4,-4014,2581,6595,50,0
119,Bryan Mbeumo,FWD,Brentford,9,3,2,2022-23,3.8,0.0,0.0,20.0,0.5,9.3,0.0,0.0,0.0,0.0,1.0,0.5,22.0,81.0,0.0,0.0,0.0,0.0,0.0,212084.0,0.0,25.0,4.0,-10404.0,5801.5,16205.5,60.0,0.0,0,0,27,1,2.8,0.0,0.0,0.0,0.0,0,1,32.2,72,0,0,0,0,0,205130,0.0,27.0,6,-20808,11603,32411,60,0
120,Marcus Rashford,MID,Man Utd,12,3,10,2022-23,3.8,0.0,0.0,3.5,0.0,20.3,0.0,0.0,0.0,0.0,3.0,0.0,10.6,90.0,0.0,0.0,0.0,0.0,0.0,928529.5,0.0,32.5,1.5,-63563.0,21150.5,84713.5,65.0,0.5,0,0,8,0,27.6,0.0,0.0,0.0,0.0,4,0,19.4,90,0,0,0,0,0,892599,0.0,30.0,1,-127126,42301,169427,65,1
121,Bukayo Saka,MID,Arsenal,3,3,3,2022-23,4.7,0.5,0.0,14.0,0.5,25.75,0.0,0.0,0.0,0.0,1.0,0.0,7.800000000000001,86.5,0.0,0.0,0.0,0.0,0.0,1847621.0,0.0,29.5,4.0,-19073.0,46731.0,65804.0,80.0,0.0,0,0,18,0,43.9,0.0,0.0,0.0,0.0,2,0,13.8,83,0,0,0,0,0,1922750,0.0,23.0,2,-38146,93462,131608,80,0
