,name,position,team,opponent_team,round,xP,season,minutes_lag_1,minutes_lag_2,bps_lag_1,minutes_lag_3,influence_lag_1,total_points_lag_1,selected_lag_1,selected_lag_2,selected_lag_3,threat_lag_1,bps_lag_2,influence_lag_2,creativity_lag_1,bps_lag_3,influence_lag_3,total_points_lag_2,threat_lag_2,total_points_lag_3,transfers_in_lag_2,creativity_lag_2,goals_conceded_lag_1,goals_conceded_lag_1.1,value_lag_2,value_lag_1,value_lag_3,threat_lag_3,creativity_lag_3,expected_goal_involvements_lag_1,transfers_in_lag_1,expected_goals_lag_1,transfers_in_lag_3,expected_goals_conceded_lag_1,goals_scored_lag_1,goals_scored_lag_1.1,expected_goal_involvements_lag_2,goals_conceded_lag_2,goals_conceded_lag_2.1,bonus_lag_1,goals_scored_lag_3,goals_scored_lag_3.1,expected_goals_lag_2,goals_conceded_lag_3,goals_conceded_lag_3.1,clean_sheets_lag_2.1,clean_sheets_lag_2,clean_sheets_lag_1,clean_sheets_lag_1.1,expected_assists_lag_1,expected_goal_involvements_lag_3,expected_assists_lag_2,expected_goals_lag_3,bonus_lag_3,goals_scored_lag_2.1,goals_scored_lag_2,transfers_out_lag_1,expected_goals_conceded_lag_2,bonus_lag_2,total_points
3692,Harry Kane,FWD,Spurs,6,25,5.2,2022-23,90,90,15,90,18.0,5,4266696,4242381,4009730,13.0,4,8.4,26.4,27,38.6,2,19.0,8,249849,22.3,0,0,118,118,117,57.0,20.6,0.26,100062,0.18,195975,0.48,0,0,0.09,4,4,0,1,1,0.07,0,0,0,0,1,1,0.09,1.06,0.02,1.04,2,0,0,81274,1.54,0,6
3693,Gabriel Fernando de Jesus,FWD,Arsenal,10,25,0.2,2022-23,0,0,0,0,0.0,0,2880938,2912838,2912838,0.0,0,0.0,0.0,0,0.0,0,0.0,0,603,0.0,0,0,79,79,79,0.0,0.0,0.0,721,0.0,603,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,33709,0.0,0,0
3694,Gabriel Fernando de Jesus,FWD,Arsenal,8,25,0.2,2022-23,0,0,0,0,0.0,0,2853521,2880938,2912838,0.0,0,0.0,0.0,0,0.0,0,0.0,0,721,0.0,0,0,79,79,79,0.0,0.0,0.0,1666,0.0,603,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,28451,0.0,0,0
3695,Stuart Dallas,DEF,Leeds,17,25,0.0,2022-23,0,0,0,0,0.0,0,1306,1299,1287,0.0,0,0.0,0.0,0,0.0,0,0.0,0,45,0.0,0,0,49,49,49,0.0,0.0,0.0,48,0.0,73,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,50,0.0,0,0
3696,Marc Guéhi,DEF,Crystal Palace,12,25,2.3,2022-23,90,90,12,90,13.6,2,119938,120914,120705,0.0,10,25.6,1.2,16,20.0,2,0.0,1,2937,0.3,1,1,44,44,44,21.0,0.9,0.01,2120,0.0,1842,0.83,0,0,0.01,1,1,0,0,0,0.0,2,2,0,0,0,0,0.01,0.11,0.01,0.11,0,0,0,3346,2.36,0,6
3697,Raphael Dias Belloli,MID,Leeds,17,25,0.0,2022-23,0,0,0,0,0.0,0,9714,9723,9740,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,70,70,70,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,11,0.0,0,0
3698,Mateo Kovacic,MID,Chelsea,18,25,0.2,2022-23,90,0,14,0,12.2,1,31341,31644,33201,4.0,0,0.0,13.8,0,0.0,0,0.0,0,34,0.0,1,1,49,49,49,0.0,0.0,0.1,165,0.03,471,0.83,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.07,0.0,0.0,0.0,0,0,0,575,0.0,0,0
3699,Yves Bissouma,MID,Spurs,6,25,0.0,2022-23,0,0,0,6,0.0,0,27710,28483,28992,0.0,0,0.0,0.0,3,0.0,0,0.0,1,88,0.0,0,0,47,47,47,0.0,0.0,0.0,13,0.0,151,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,793,0.0,0,0
3700,Conor Gallagher,MID,Chelsea,18,25,1.0,2022-23,6,11,4,90,4.2,1,53375,53581,53630,19.0,4,3.8,0.3,9,11.0,1,2.0,2,978,0.9,0,0,57,57,57,5.0,30.6,0.08,901,0.08,1507,0.0,0,0,0.05,0,0,0,0,0,0.04,0,0,0,0,0,0,0.0,0.26,0.0,0.06,0,0,0,1304,0.12,0,0
3701,James Ward-Prowse,MID,Southampton,11,25,3.3,2022-23,90,90,39,90,56.6,10,565620,586041,596361,7.0,14,11.8,25.9,10,6.4,1,4.0,2,23692,56.8,0,0,62,62,62,4.0,18.0,0.34,11217,0.07,39832,1.55,1,1,0.19,2,2,3,0,0,0.02,3,3,0,0,1,1,0.27,0.13,0.18,0.09,0,0,0,32774,0.78,0,2
3702,César Azpilicueta,DEF,Chelsea,18,25,0.0,2022-23,83,0,14,30,10.2,2,159892,165806,173395,12.0,0,0.0,16.6,5,5.8,0,0.0,1,698,0.0,1,1,48,48,48,0.0,0.3,0.29,1096,0.1,1817,0.83,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.19,0.0,0.0,0.0,0,0,0,7430,0.0,0,0
3703,Virgil van Dijk,DEF,Liverpool,7,25,13.0,2022-23,90,0,29,0,35.4,6,1085698,1086172,1114549,2.0,0,0.0,0.5,0,0.0,0,0.0,0,649,0.0,0,0,65,65,65,0.0,0.0,0.01,7993,0.0,986,2.05,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,1,1,0.01,0.0,0.0,0.0,0,0,0,11974,0.0,0,9
3704,Virgil van Dijk,DEF,Liverpool,20,25,13.0,2022-23,90,90,31,0,16.2,9,1246884,1085698,1086172,0.0,29,35.4,0.7,0,0.0,6,2.0,0,7993,0.5,0,0,65,65,65,0.0,0.0,0.01,128991,0.0,649,0.6,0,0,0.01,0,0,3,0,0,0.0,0,0,1,1,1,1,0.01,0.0,0.01,0.0,0,0,0,11513,2.05,0,15
3705,Dejan Kulusevski,MID,Spurs,6,25,2.8,2022-23,89,78,16,88,15.2,3,457240,463649,458710,26.0,0,1.0,42.4,-1,2.8,2,8.0,3,17487,3.1,0,0,79,79,79,14.0,1.7,0.16,7777,0.07,12215,0.48,0,0,0.07,3,3,0,0,0,0.06,0,0,0,0,1,1,0.09,0.07,0.01,0.03,0,0,0,14911,1.41,0,3
3706,James Maddison,MID,Leicester,1,25,3.4,2022-23,90,87,9,66,11.8,2,523092,416866,379991,21.0,38,51.2,36.8,27,36.6,11,26.0,7,46723,29.3,3,3,80,81,80,20.0,25.3,0.28,112156,0.2,22608,4.23,0,0,0.64,1,1,0,1,1,0.55,2,2,0,0,0,0,0.08,0.39,0.09,0.37,0,1,1,9472,1.17,2,0
3707,Raheem Sterling,MID,Chelsea,18,25,1.0,2022-23,45,0,-3,30,4.6,1,381071,387222,390875,32.0,0,0.0,13.3,3,5.6,0,0.0,1,1604,0.0,0,0,97,97,97,19.0,2.3,1.05,208,1.03,1306,0.34,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.02,0.09,0.0,0.06,0,0,0,6434,0.0,0,2
3708,Jordan Henderson,MID,Liverpool,7,25,4.2,2022-23,58,79,4,25,8.4,1,54599,54175,54383,7.0,13,6.4,1.8,4,2.2,3,4.0,1,318,3.2,0,0,53,53,53,0.0,2.8,0.02,801,0.01,386,1.51,0,0,0.01,0,0,0,0,0,0.0,1,1,1,1,0,0,0.01,0.01,0.01,0.0,0,0,0,582,0.2,0,2
3709,Jordan Henderson,MID,Liverpool,20,25,4.2,2022-23,90,58,7,79,8.6,2,60852,54599,54175,4.0,4,8.4,3.3,13,6.4,1,7.0,3,801,1.8,0,0,53,53,53,4.0,3.2,0.02,6160,0.0,318,0.6,0,0,0.02,0,0,0,0,0,0.01,0,0,0,0,1,1,0.02,0.01,0.01,0.0,0,0,0,998,1.51,0,1
3710,Christian Pulisic,MID,Chelsea,18,25,0.0,2022-23,0,0,0,0,0.0,0,49465,50264,51419,0.0,0,0.0,0.0,0,0.0,0,0.0,0,45,0.0,0,0,57,57,57,0.0,0.0,0.0,54,0.0,62,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,905,0.0,0,0
3711,Pascal Struijk,DEF,Leeds,17,25,0.7,2022-23,0,0,0,22,0.0,0,96854,111923,135690,0.0,0,0.0,0.0,5,13.4,0,0.0,1,810,0.0,0,0,45,45,45,33.0,0.3,0.0,127,0.0,38385,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.2,0.0,0.2,0,0,0,15669,0.0,0,0
3712,Seamus Coleman,DEF,Everton,2,25,9.9,2022-23,90,90,43,90,48.2,15,20193,17989,15566,17.0,11,21.8,5.4,29,18.2,1,2.0,8,2725,0.2,0,0,44,44,44,0.0,14.8,0.07,2797,0.05,393,0.6,1,1,0.0,2,2,3,0,0,0.0,0,0,0,0,1,1,0.02,0.03,0.0,0.0,2,0,0,704,2.19,0,1
3713,Seamus Coleman,DEF,Everton,1,25,9.9,2022-23,90,90,16,90,21.0,1,283932,20193,17989,4.0,43,48.2,2.0,11,21.8,15,17.0,1,2797,5.4,2,2,44,44,44,2.0,0.2,0.04,156216,0.0,2725,1.94,0,0,0.07,0,0,0,0,0,0.05,2,2,1,1,0,0,0.04,0.0,0.02,0.0,0,1,1,9303,0.6,3,1
3714,Vladimir Coufal,DEF,West Ham,16,25,1.2,2022-23,90,90,10,90,10.0,1,78015,78761,76647,0.0,2,9.0,3.0,17,24.8,1,4.0,2,5218,7.5,2,2,41,41,41,6.0,11.1,0.03,2875,0.0,10242,1.48,0,0,0.1,1,1,0,0,0,0.0,1,1,0,0,0,0,0.03,0.18,0.1,0.0,0,0,0,3639,1.15,0,1
3715,Riyad Mahrez,MID,Man City,3,25,4.7,2022-23,0,60,0,84,0.0,0,1661046,1450169,1450169,0.0,9,3.8,0.0,35,52.0,2,4.0,12,567418,1.6,0,0,78,78,78,27.0,33.2,0.0,249643,0.0,567418,0.0,0,0,0.1,1,1,0,1,1,0.0,1,1,0,0,0,0,0.0,1.36,0.1,1.24,2,0,0,36729,1.33,0,1
3716,Danny Ings,FWD,West Ham,16,25,4.0,2022-23,18,23,5,9,2.0,1,139833,145197,152419,7.0,3,0.0,0.3,2,3.2,1,4.0,1,2639,0.3,1,1,64,64,64,4.0,0.3,0.08,2761,0.08,6100,0.45,0,0,0.08,0,0,0,0,0,0.08,0,0,0,0,0,0,0.0,0.07,0.0,0.07,0,0,0,8618,0.15,0,13
3717,Odsonne Edouard,FWD,Crystal Palace,12,25,0.7,2022-23,10,19,1,90,0.0,1,224978,233614,239364,5.0,2,5.2,0.0,5,10.6,1,4.0,2,8295,0.2,1,1,51,51,51,9.0,1.1,0.08,4800,0.08,10147,0.38,0,0,0.05,0,0,0,0,0,0.05,2,2,0,0,0,0,0.0,0.03,0.0,0.03,0,0,0,13826,0.46,0,1
3718,Youri Tielemans,MID,Leicester,1,25,0.3,2022-23,31,0,9,90,8.2,1,145396,152146,154070,0.0,0,0.0,3.3,21,23.4,0,0.0,1,2312,0.0,1,1,62,61,62,0.0,14.6,0.03,798,0.0,3593,1.81,0,0,0.0,0,0,0,0,0,0.0,2,2,0,0,0,0,0.03,0.02,0.0,0.0,0,0,0,7585,0.0,0,1
3719,Harrison Reed,MID,Fulham,20,25,2.5,2022-23,90,90,2,90,0.0,3,74016,75113,77826,2.0,11,9.8,0.4,9,5.0,3,3.0,3,943,16.0,0,0,44,44,44,4.0,2.5,0.0,861,0.0,1683,2.2,0,0,0.12,0,0,0,0,0,0.04,0,0,1,1,1,1,0.0,0.03,0.08,0.0,0,0,0,2112,0.67,0,1
3720,Eberechi Eze,MID,Crystal Palace,12,25,2.5,2022-23,27,19,27,17,41.6,9,232073,242905,258131,33.0,3,0.0,4.8,0,0.0,1,2.0,1,5210,0.0,1,1,55,54,55,14.0,2.1,0.56,3664,0.55,5131,0.48,1,1,0.04,0,0,3,0,0,0.04,0,0,0,0,0,0,0.01,0.21,0.0,0.2,0,0,0,15242,0.46,0,1
3721,Martin Ødegaard,MID,Arsenal,10,25,9.4,2022-23,90,90,35,90,35.6,8,4148247,4195165,4195165,8.0,8,3.8,90.6,14,20.6,2,6.0,2,410687,15.0,2,2,70,70,70,27.0,42.6,0.94,104641,0.34,410687,0.51,0,0,0.22,3,3,3,0,0,0.1,1,1,0,0,0,0,0.6,0.3,0.11,0.12,0,0,0,152674,1.71,0,3
3722,Martin Ødegaard,MID,Arsenal,8,25,9.4,2022-23,83,90,11,90,7.2,3,4421086,4148247,4195165,8.0,35,35.6,37.2,8,3.8,8,8.0,2,104641,90.6,0,0,70,70,70,6.0,15.0,0.25,239440,0.15,410687,0.02,0,0,0.94,2,2,0,0,0,0.34,3,3,0,0,1,1,0.1,0.22,0.6,0.1,0,0,0,67236,0.51,3,8
3723,João Filipe Iria Santos Moutinho,MID,Wolves,9,25,2.7,2022-23,69,45,13,30,5.8,2,39028,39181,39651,4.0,7,13.8,42.8,4,5.8,1,0.0,1,272,13.9,1,1,47,47,47,0.0,0.7,0.15,470,0.06,381,0.87,0,0,0.13,1,1,0,0,0,0.0,0,0,0,0,0,0,0.09,0.0,0.13,0.0,0,0,0,709,0.73,0,1
3724,João Filipe Iria Santos Moutinho,MID,Wolves,12,25,2.7,2022-23,14,69,4,45,1.8,1,44604,39028,39181,0.0,13,5.8,0.2,7,13.8,2,4.0,1,470,42.8,0,0,47,47,47,0.0,13.9,0.0,3783,0.0,272,0.19,0,0,0.15,1,1,0,0,0,0.06,1,1,0,0,0,0,0.0,0.13,0.09,0.0,0,0,0,1010,0.87,0,3
3725,Vicente Guaita,GK,Crystal Palace,12,25,4.0,2022-23,90,90,19,90,22.0,3,228708,228822,232495,0.0,21,46.4,0.0,13,22.6,4,0.0,2,5382,0.0,1,1,44,44,44,0.0,0.0,0.0,5254,0.0,12329,0.83,0,0,0.0,1,1,0,0,0,0.0,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,5929,2.36,0,9
3726,James Justin,DEF,Leicester,1,25,0.0,2022-23,0,0,0,0,0.0,0,52818,54131,55811,0.0,0,0.0,0.0,0,0.0,0,0.0,0,28,0.0,0,0,42,42,42,0.0,0.0,0.0,43,0.0,98,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1385,0.0,0,0
3727,Hugo Lloris,GK,Spurs,6,25,0.0,2022-23,0,0,0,90,0.0,0,416059,442049,467116,0.0,0,0.0,0.0,31,30.6,0,0.0,10,2952,0.0,0,0,55,55,55,0.0,0.0,0.0,175,0.0,2482,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,0,0,26709,0.0,0,0
3728,Fabian Schär,DEF,Newcastle,13,26,0.5,2022-23,90,90,5,90,4.6,1,1874826,1943173,1891925,19.0,13,11.6,1.3,5,10.8,2,7.0,2,104494,4.6,2,2,52,52,52,8.0,2.1,0.41,46433,0.41,289650,2.37,0,0,0.27,1,1,0,0,0,0.15,1,1,0,0,0,0,0.01,0.16,0.12,0.14,0,0,0,116835,1.83,0,0
3729,Alisson Ramses Becker,GK,Liverpool,14,26,6.9,2022-23,90,90,26,90,14.4,6,1886884,1886884,1485558,0.0,24,9.2,0.0,30,36.0,6,0.0,7,309024,0.0,0,0,54,54,54,0.0,0.0,0.0,309024,0.0,23410,0.93,0,0,0.0,0,0,0,0,0,0.0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0,31110,0.6,0,7
3730,Che Adams,FWD,Southampton,10,26,0.0,2022-23,0,0,0,16,0.0,0,130770,162862,187460,0.0,0,0.0,0.0,2,0.0,0,0.0,1,2574,0.0,0,0,62,62,63,0.0,1.8,0.0,1506,0.0,6469,0.0,0,0,0.0,0,0,0,0,0,0.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,27643,0.0,0,4
3731,Rodrigo Hernandez,MID,Man City,15,26,4.7,2022-23,54,90,10,90,7.6,1,214813,203695,189667,1.0,17,17.6,7.9,18,22.4,2,18.0,2,16611,17.1,0,0,56,56,56,22.0,11.4,0.07,15810,0.03,16610,0.55,0,0,0.37,1,1,0,0,0,0.3,1,1,0,0,0,0,0.04,0.24,0.07,0.23,0,0,0,8201,0.98,0,8
3732,Cristiano Ronaldo dos Santos Aveiro,FWD,Man Utd,12,26,0.0,2022-23,0,0,0,0,0.0,0,224249,225223,226464,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,102,102,102,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,988,0.0,0,0
3733,Jack Grealish,MID,Man City,15,26,4.7,2022-23,71,90,18,76,15.2,3,370985,252012,213552,9.0,20,27.0,3.8,30,38.4,5,25.0,8,46344,55.6,0,0,68,68,68,19.0,12.6,0.07,95722,0.03,61130,1.16,0,0,0.32,1,1,0,1,1,0.21,1,1,0,0,1,1,0.04,0.07,0.12,0.07,2,0,0,21445,0.98,0,3
3734,Chris Wood,FWD,Nott'm Forest,8,26,3.2,2022-23,76,11,4,62,1.0,2,91103,73443,75971,0.0,25,33.0,3.2,4,3.4,8,33.0,2,573,1.3,2,2,56,56,56,7.0,13.7,0.01,14744,0.0,1009,2.31,0,0,0.84,0,0,0,0,0,0.84,1,1,0,0,0,0,0.01,0.07,0.0,0.04,0,1,1,3294,0.28,3,2
3735,Leander Dendoncker,MID,Aston Villa,7,26,0.0,2022-23,0,23,0,0,0.0,0,7529,7452,7462,0.0,3,5.2,0.0,0,0.0,1,2.0,0,73,0.4,0,0,47,47,47,0.0,0.0,0.0,131,0.0,41,0.0,0,0,0.0,2,2,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,129,1.78,0,0
3736,Aleksandar Mitrović,FWD,Fulham,4,26,0.8,2022-23,0,0,0,83,0.0,0,2103398,2621633,2960828,0.0,0,0.0,0.0,-3,0.0,0,0.0,2,26991,0.0,0,0,69,68,70,56.0,22.1,0.0,11791,0.0,122750,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.89,0.0,0.89,0,0,0,421874,0.0,0,1
3737,Emmanuel Dennis,FWD,Nott'm Forest,8,26,0.4,2022-23,0,0,0,34,0.0,0,13225,13146,13453,0.0,0,0.0,0.0,3,1.0,0,0.0,1,217,0.0,0,0,57,56,57,16.0,1.1,0.0,462,0.0,456,0.0,0,0,0.0,0,0,0,0,0,0.0,1,1,0,0,0,0,0.0,0.15,0.0,0.14,0,0,0,501,0.0,0,1
3738,Jack Harrison,MID,Leeds,6,26,2.8,2022-23,90,85,19,72,27.0,6,186499,184366,187313,9.0,5,3.8,31.8,-1,7.6,2,5.0,3,3458,19.1,0,0,58,58,58,8.0,20.8,0.09,8003,0.04,1703,0.37,0,0,0.13,1,1,0,0,0,0.02,0,0,0,0,1,1,0.05,0.45,0.11,0.28,0,0,0,7053,1.39,0,2
3739,Stuart Armstrong,MID,Southampton,10,26,1.3,2022-23,62,58,1,1,0.0,2,7680,7127,7086,6.0,8,0.0,1.6,2,0.0,3,4.0,1,86,1.9,0,0,47,47,47,0.0,0.0,0.07,513,0.07,4,0.52,0,0,0.08,0,0,0,0,0,0.04,0,0,0,0,1,1,0.0,0.0,0.04,0.0,0,0,0,165,0.51,0,1
3740,Rodrigo Moreno,MID,Leeds,6,26,0.0,2022-23,0,0,0,0,0.0,0,438406,479979,550050,0.0,0,0.0,0.0,0,0.0,0,0.0,0,242,0.0,0,0,63,63,64,0.0,0.0,0.0,266,0.0,281,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,37164,0.0,0,0
3741,Frederico Rodrigues de Paula Santos,MID,Man Utd,12,26,1.7,2022-23,58,90,26,90,33.8,4,50377,50030,49781,4.0,14,23.8,49.9,7,12.6,2,3.0,2,1421,11.8,0,0,51,51,51,24.0,15.0,0.31,1162,0.02,2511,1.14,0,0,0.09,0,0,0,0,0,0.03,2,2,1,1,0,0,0.29,0.33,0.06,0.3,0,0,0,1115,1.83,0,1
3742,Erling Haaland,FWD,Man City,15,26,5.2,2022-23,71,90,40,90,37.6,10,9520984,9574623,9556620,45.0,-4,0.0,3.2,22,34.8,2,15.0,6,17926,1.5,0,0,122,122,122,45.0,1.2,0.57,18665,0.55,25885,1.16,1,1,0.81,1,1,1,1,1,0.78,1,1,0,0,1,1,0.01,0.34,0.03,0.3,0,0,0,56752,0.98,0,4
3743,Phil Foden,MID,Man City,15,26,5.2,2022-23,90,88,49,13,68.0,13,973424,976161,1002211,40.0,10,15.2,86.3,1,0.0,2,29.0,1,6944,41.3,1,1,80,80,80,0.0,0.3,1.53,14153,0.44,4047,1.35,1,1,0.21,1,1,3,0,0,0.05,0,0,0,0,0,0,1.09,0.0,0.16,0.0,0,0,0,23480,0.98,0,11
3744,Scott McTominay,MID,Man Utd,12,26,-0.3,2022-23,31,0,5,0,4.8,1,17652,17905,18241,0.0,0,0.0,1.5,0,0.0,0,0.0,0,13,0.0,0,0,49,49,49,0.0,0.0,0.02,8,0.0,197,0.28,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.02,0.0,0.0,0.0,0,0,0,275,0.0,0,0
3745,Mateusz Klich,MID,Leeds,6,26,0.0,2022-23,0,0,0,0,0.0,0,5075,5127,5191,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,46,46,46,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,50,0.0,0,0
3746,Kevin De Bruyne,MID,Man City,15,26,4.0,2022-23,0,87,0,86,0.0,0,3207779,4044351,4064729,0.0,17,10.8,0.0,42,54.2,2,18.0,13,79461,66.7,0,0,124,123,124,9.0,28.1,0.0,25168,0.0,271735,0.0,0,0,1.02,1,1,0,1,1,0.31,1,1,0,0,0,0,0.0,0.42,0.71,0.21,3,0,0,687852,0.98,0,3
3747,Lucas Rodrigues Moura da Silva,MID,Spurs,20,26,0.4,2022-23,0,1,0,0,0.0,0,16934,16637,16394,0.0,3,0.2,0.0,0,0.0,1,0.0,0,221,0.0,0,0,58,58,58,0.0,0.0,0.0,278,0.0,141,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,165,0.0,0,1
3748,Ben Mee,DEF,Brentford,9,26,1.3,2022-23,90,90,12,90,19.6,1,1517856,1364303,1202090,2.0,9,18.4,0.5,36,48.2,2,11.0,13,199629,0.8,1,1,49,50,48,25.0,0.8,0.01,171653,0.0,236673,1.11,0,0,0.17,1,1,0,1,1,0.07,0,0,0,0,0,0,0.01,0.29,0.09,0.28,1,0,0,22823,1.68,0,1
3749,Daniel James,MID,Fulham,4,26,0.0,2022-23,0,0,0,0,0.0,0,18324,17600,17304,0.0,0,0.0,0.0,0,0.0,0,0.0,0,694,0.0,0,0,60,60,60,0.0,0.0,0.0,1033,0.0,571,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,722,0.0,0,0
3750,Bruno Borges Fernandes,MID,Man Utd,12,26,4.3,2022-23,90,90,51,90,66.0,12,1277091,1375274,1627425,26.0,13,21.4,117.3,11,21.2,3,47.0,2,157676,27.0,0,0,99,99,99,23.0,49.8,1.16,50382,0.1,1089615,1.42,0,0,0.56,0,0,3,0,0,0.49,2,2,1,1,1,1,1.06,0.68,0.07,0.42,0,0,0,154155,1.83,0,2
3751,Ivan Toney,FWD,Brentford,9,26,6.3,2022-23,90,90,2,90,5.0,2,3465586,3203298,3516054,30.0,30,38.6,2.1,7,14.0,9,54.0,1,77280,19.2,1,1,76,77,77,25.0,15.5,0.14,300408,0.11,383828,1.11,0,0,1.84,1,1,0,0,0,1.44,0,0,0,0,0,0,0.03,0.77,0.4,0.38,0,1,1,57855,1.68,3,8
3752,Cheikhou Kouyaté,MID,Nott'm Forest,8,26,0.0,2022-23,0,0,0,0,0.0,0,11743,11882,12112,0.0,0,0.0,0.0,0,0.0,0,0.0,0,14,0.0,0,0,44,44,44,0.0,0.0,0.0,18,0.0,33,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,161,0.0,0,0
3753,Kurt Zouma,DEF,West Ham,5,26,0.0,2022-23,0,0,0,0,0.0,0,109435,114118,118929,0.0,0,0.0,0.0,0,0.0,0,0.0,0,66,0.0,0,0,44,44,44,0.0,0.0,0.0,93,0.0,146,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,4196,0.0,0,0
3754,Kyle Walker,DEF,Man City,15,26,2.7,2022-23,10,90,3,90,1.4,1,554351,476365,457067,0.0,17,20.4,0.3,12,12.6,2,0.0,1,25660,29.3,1,1,48,48,48,0.0,1.6,0.0,57368,0.0,29575,0.19,0,0,0.49,1,1,0,0,0,0.0,1,1,0,0,0,0,0.0,0.01,0.49,0.0,0,0,0,13873,0.98,0,6
3755,Vitaly Janelt,MID,Brentford,9,26,3.3,2022-23,14,70,20,29,33.4,7,14196,14037,14393,18.0,6,16.0,0.8,3,0.8,2,6.0,1,271,12.3,0,0,55,55,55,2.0,1.8,0.25,484,0.24,554,0.15,1,1,0.03,1,1,1,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.03,0.0,0,0,0,476,1.58,0,1
3756,Robert Sánchez,GK,Brighton,19,26,1.3,2022-23,90,90,9,90,8.2,2,1263229,1271446,1273902,0.0,3,0.2,0.0,26,16.2,2,0.0,8,18329,0.0,1,1,46,46,46,0.0,0.1,0.0,11128,0.0,26972,0.31,0,0,0.0,1,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,0,20758,0.89,0,0
3757,Edouard Mendy,GK,Chelsea,11,26,0.0,2022-23,0,0,0,0,0.0,0,687793,697714,706308,0.0,0,0.0,0.0,0,0.0,0,0.0,0,135,0.0,0,0,48,48,48,0.0,0.0,0.0,79,0.0,112,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,8945,0.0,0,0
3758,Luke Ayling,DEF,Leeds,6,26,2.3,2022-23,90,90,17,90,9.6,6,37833,27849,27086,10.0,9,17.4,4.0,12,25.2,2,10.0,1,2565,10.6,0,0,45,45,45,23.0,11.2,0.12,9030,0.06,955,0.37,0,0,0.22,1,1,0,0,0,0.14,2,2,0,0,1,1,0.06,0.3,0.08,0.22,0,0,0,3237,1.52,0,2
3759,Pierre-Emile Højbjerg,MID,Spurs,20,26,3.4,2022-23,90,90,21,90,16.8,3,270101,259190,262843,2.0,17,18.0,5.0,17,21.4,3,9.0,2,9236,7.3,0,0,55,55,55,2.0,4.1,0.07,21119,0.05,15574,0.41,0,0,0.26,0,0,0,0,0,0.06,4,4,1,1,1,1,0.02,0.09,0.2,0.0,0,0,0,14201,0.48,0,2
