,name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent,season,position,team,xP,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts
4051,Dwight McNeil,1,0,23,1,31.1,100,232,0,0,6.1,30.2,2021-02-13T15:00:00Z,90,6,0,0,0,0,24,0,46231,3.0,0.0,0.0,6,14921,17675,2754,57,False,0,Crystal Palace,2020-21,MID,Burnley,8.1,,,,,
4052,Dwight McNeil,0,0,13,0,25.4,100,160,1,0,3.8,12.4,2021-02-17T18:00:00Z,90,8,0,0,0,0,24,0,46231,1.0,1.0,0.0,2,14921,17675,2754,57,True,0,Fulham,2020-21,MID,Burnley,8.1,,,,,
4053,Pascal Groß,0,0,13,1,54.2,57,230,0,0,10.4,19.2,2021-02-13T20:00:00Z,90,2,0,0,0,0,24,0,22738,0.0,0.0,31.0,3,-306,1704,2010,58,True,0,Aston Villa,2020-21,MID,Brighton,4.6,,,,,
4054,Pedro Lomba Neto,0,0,22,0,46.2,474,236,1,1,11.3,39.8,2021-02-14T12:00:00Z,90,16,0,0,0,0,24,0,524006,2.0,1.0,27.0,6,-54921,21083,76004,57,False,1,Southampton,2020-21,MID,Wolves,4.2,,,,,
4055,João Pedro Cavaco Cancelo,0,0,25,1,36.3,277,235,0,0,6.0,20.8,2021-02-13T17:30:00Z,90,17,0,0,0,0,24,0,1841605,0.0,3.0,3.0,6,140346,208919,68573,61,True,0,Spurs,2020-21,DEF,Man City,12.9,,,,,
4056,João Pedro Cavaco Cancelo,0,0,13,0,17.8,277,153,1,0,5.4,18.8,2021-02-17T20:15:00Z,90,7,0,0,0,0,24,0,1841605,3.0,1.0,17.0,2,140346,208919,68573,61,False,0,Everton,2020-21,DEF,Man City,12.9,,,,,
4057,Dominic Calvert-Lewin,0,0,0,0,0.0,164,233,0,0,0.0,0.0,2021-02-14T19:00:00Z,0,8,0,0,0,0,24,0,3172004,2.0,0.0,0.0,0,116977,580206,463229,77,True,0,Fulham,2020-21,FWD,Everton,4.0,,,,,
4058,Dominic Calvert-Lewin,0,0,0,0,0.0,164,153,0,0,0.0,0.0,2021-02-17T20:15:00Z,0,12,0,0,0,0,24,0,3172004,3.0,1.0,0.0,0,116977,580206,463229,77,True,0,Man City,2020-21,FWD,Everton,4.0,,,,,
4059,Aaron Ramsdale,0,0,21,0,0.0,483,238,3,0,3.8,37.8,2021-02-15T18:00:00Z,90,19,0,0,0,0,24,6,143844,0.0,3.0,0.0,3,-3746,1644,5390,46,False,0,West Ham,2020-21,GK,Sheffield Utd,2.6,,,,,
4060,Matthew Cash,0,0,23,1,0.4,496,230,0,0,0.7,6.4,2021-02-13T20:00:00Z,60,3,0,0,0,0,24,0,127740,0.0,0.0,0.0,6,15106,21644,6538,50,False,0,Brighton,2020-21,DEF,Aston Villa,4.6,,,,,
4061,Kasper Schmeichel,0,0,14,0,0.0,217,234,1,0,2.6,25.8,2021-02-13T12:30:00Z,90,11,0,0,0,0,24,3,801819,1.0,3.0,0.0,3,-23303,11832,35135,55,True,0,Liverpool,2020-21,GK,Leicester,4.2,,,,,
4062,Jordan Pickford,0,0,0,0,0.0,157,233,0,0,0.0,0.0,2021-02-14T19:00:00Z,0,8,0,0,0,0,24,0,362852,2.0,0.0,0.0,0,-26592,1021,27613,48,True,0,Fulham,2020-21,GK,Everton,0.8,,,,,
4063,Jordan Pickford,0,0,18,0,0.0,157,153,3,0,3.0,29.6,2021-02-17T20:15:00Z,90,12,0,0,0,0,24,4,362852,3.0,1.0,0.0,2,-26592,1021,27613,48,True,0,Man City,2020-21,GK,Everton,0.8,,,,,
4064,Robert Sánchez,0,0,25,1,0.0,597,230,0,0,0.9,9.4,2021-02-13T20:00:00Z,90,2,0,0,0,0,24,1,194082,0.0,0.0,0.0,6,12539,26558,14019,45,True,0,Aston Villa,2020-21,GK,Brighton,6.4,,,,,
4065,James Tarkowski,0,0,22,1,0.3,81,232,0,0,2.3,22.2,2021-02-13T15:00:00Z,90,6,0,0,0,0,24,0,274356,3.0,0.0,0.0,6,69554,78382,8828,53,False,0,Crystal Palace,2020-21,DEF,Burnley,4.9,,,,,
4066,James Tarkowski,0,0,14,0,0.9,81,160,1,0,2.0,15.4,2021-02-17T18:00:00Z,90,8,0,0,0,0,24,0,274356,1.0,1.0,4.0,2,69554,78382,8828,53,True,0,Fulham,2020-21,DEF,Burnley,4.9,,,,,
4067,Aleksandar Mitrović,0,0,0,0,0.0,184,233,0,0,0.0,0.0,2021-02-14T19:00:00Z,0,7,0,0,0,0,24,0,303302,2.0,0.0,0.0,0,8655,17093,8438,55,False,0,Everton,2020-21,FWD,Fulham,2.9,,,,,
4068,Aleksandar Mitrović,0,0,0,0,0.0,184,160,0,0,0.0,0.0,2021-02-17T18:00:00Z,0,4,0,0,0,0,24,0,303302,1.0,1.0,0.0,0,8655,17093,8438,55,False,0,Burnley,2020-21,FWD,Fulham,2.9,,,,,
4069,Lewis Dunk,0,1,27,1,21.0,62,230,0,0,5.1,17.6,2021-02-13T20:00:00Z,90,2,0,0,0,0,24,0,304090,0.0,0.0,12.0,7,50972,63731,12759,48,True,0,Aston Villa,2020-21,DEF,Brighton,7.2,,,,,
4070,Saïd Benrahma,1,0,13,0,10.3,587,238,0,0,3.3,18.2,2021-02-15T18:00:00Z,8,15,0,0,0,0,24,0,17573,0.0,3.0,4.0,4,-1923,1541,3464,60,True,0,Sheffield Utd,2020-21,MID,West Ham,2.7,,,,,
4071,Ezri Konsa Ngoyo,0,0,25,1,0.4,46,230,0,0,3.1,28.2,2021-02-13T20:00:00Z,90,3,0,0,0,0,24,0,394525,0.0,0.0,2.0,6,-3533,14345,17878,46,False,0,Brighton,2020-21,DEF,Aston Villa,4.0,,,,,
4072,Emiliano Martínez,0,3,40,1,0.0,12,230,0,0,5.7,56.8,2021-02-13T20:00:00Z,90,3,0,0,0,0,24,9,2816678,0.0,0.0,0.0,12,72218,110845,38627,52,False,0,Brighton,2020-21,GK,Aston Villa,6.4,,,,,
4073,Marcos Alonso,0,1,28,1,23.7,104,231,0,0,13.3,25.4,2021-02-15T20:00:00Z,90,14,0,0,0,0,24,0,251885,0.0,2.0,84.0,7,-9325,21661,30986,57,True,0,Newcastle,2020-21,DEF,Chelsea,5.2,,,,,
4074,James Maddison,0,1,32,0,24.6,231,234,1,1,8.8,42.4,2021-02-13T12:30:00Z,90,11,0,0,0,0,24,0,1205419,1.0,3.0,21.0,8,-131568,82701,214269,74,True,0,Liverpool,2020-21,MID,Leicester,5.5,,,,,
4075,Demarai Gray,0,0,0,0,0.0,230,234,0,0,0.0,0.0,2021-02-13T12:30:00Z,0,11,0,0,0,0,24,0,5246,1.0,3.0,0.0,0,-148,0,148,51,True,0,Liverpool,2020-21,MID,Leicester,0.0,,,,,
4076,Gabriel Magalhães,0,0,10,0,0.3,494,229,2,0,1.0,7.6,2021-02-14T16:30:00Z,90,10,0,0,0,0,24,0,381018,2.0,4.0,2.0,1,-5454,1856,7310,50,True,0,Leeds,2020-21,DEF,Arsenal,1.3,,,,,
4077,Fabio Henrique Tavares,0,0,0,0,0.0,253,234,0,0,0.0,0.0,2021-02-13T12:30:00Z,0,9,0,0,0,0,24,0,65651,1.0,3.0,0.0,0,-1269,407,1676,54,False,0,Leicester,2020-21,MID,Liverpool,0.0,,,,,
4078,Joelinton Cássio Apolinário de Lira,0,0,7,0,0.8,340,231,0,0,0.7,6.2,2021-02-15T20:00:00Z,26,5,0,0,0,0,24,0,27547,0.0,2.0,0.0,1,-1170,1389,2559,57,False,0,Chelsea,2020-21,FWD,Newcastle,-0.2,,,,,
4079,Dan Burn,0,0,22,1,11.3,61,230,0,0,7.0,12.2,2021-02-13T20:00:00Z,90,2,0,0,0,0,24,0,35128,0.0,0.0,46.0,6,1756,4208,2452,42,True,0,Aston Villa,2020-21,DEF,Brighton,2.8,,,,,
4080,Mason Greenwood,0,0,5,0,13.4,315,237,0,0,4.9,8.8,2021-02-14T14:00:00Z,24,18,0,0,0,0,24,0,150251,1.0,1.0,27.0,1,432,3800,3368,70,False,0,West Brom,2020-21,MID,Man Utd,3.3,,,,,
4081,Aaron Wan-Bissaka,0,0,18,0,16.3,313,237,1,0,3.6,15.8,2021-02-14T14:00:00Z,90,18,0,0,0,0,24,0,1347558,1.0,1.0,4.0,2,179288,211580,32292,56,False,0,West Brom,2020-21,DEF,Man Utd,6.7,,,,,
4082,Harry Maguire,0,0,10,0,17.1,298,237,1,0,5.6,12.0,2021-02-14T14:00:00Z,90,18,0,0,0,0,24,0,433274,1.0,1.0,27.0,2,-8390,21470,29860,55,False,0,West Brom,2020-21,DEF,Man Utd,4.8,,,,,
4083,Ilkay Gündogan,1,3,53,1,18.8,271,235,0,2,16.4,69.4,2021-02-13T17:30:00Z,68,17,0,0,0,0,24,0,2421379,0.0,3.0,76.0,19,788107,806253,18146,60,True,0,Spurs,2020-21,MID,Man City,20.7,,,,,
4084,Ilkay Gündogan,0,0,0,0,0.0,271,153,0,0,0.0,0.0,2021-02-17T20:15:00Z,0,7,0,0,0,0,24,0,2421379,3.0,1.0,0.0,0,788107,806253,18146,60,False,0,Everton,2020-21,MID,Man City,20.7,,,,,
4085,Patrick Bamford,0,0,6,0,11.3,202,229,4,0,4.0,5.8,2021-02-14T16:30:00Z,90,1,0,0,0,0,24,0,4153819,2.0,4.0,23.0,2,194310,288633,94323,68,False,0,Arsenal,2020-21,FWD,Leeds,5.3,,,,,
4086,Lukasz Fabianski,0,0,31,1,0.0,431,238,0,0,3.9,38.6,2021-02-15T18:00:00Z,90,15,0,0,0,0,24,5,301717,0.0,3.0,0.0,7,-10193,10524,20717,51,True,0,Sheffield Utd,2020-21,GK,West Ham,3.2,,,,,
4087,Eberechi Eze,0,0,11,0,24.5,489,232,3,0,3.3,5.8,2021-02-13T15:00:00Z,90,4,0,0,0,0,24,0,104241,3.0,0.0,3.0,2,5900,21598,15698,58,True,0,Burnley,2020-21,MID,Crystal Palace,5.3,,,,,
4088,Christian Pulisic,0,0,0,0,0.0,119,231,0,0,0.0,0.0,2021-02-15T20:00:00Z,0,14,0,0,0,0,24,0,150177,0.0,2.0,0.0,0,-12863,2404,15267,82,True,0,Newcastle,2020-21,MID,Chelsea,1.7,,,,,
4089,João Filipe Iria Santos Moutinho,0,0,9,0,4.7,454,236,1,0,0.9,2.8,2021-02-14T12:00:00Z,90,16,0,0,0,0,24,0,69301,2.0,1.0,1.0,2,-343,869,1212,52,False,0,Southampton,2020-21,MID,Wolves,3.4,,,,,
4090,Hugo Lloris,0,0,13,0,0.0,383,235,3,0,2.2,22.4,2021-02-13T17:30:00Z,90,12,0,0,0,0,24,3,513404,0.0,3.0,0.0,2,-40484,4428,44912,56,False,0,Man City,2020-21,GK,Spurs,2.3,,,,,
4091,Benjamin Chilwell,0,0,0,0,0.0,232,231,0,0,0.0,0.0,2021-02-15T20:00:00Z,0,14,0,0,0,0,24,0,1338612,0.0,2.0,0.0,0,-123870,29857,153727,59,True,0,Newcastle,2020-21,DEF,Chelsea,1.8,,,,,
4092,Leander Dendoncker,0,0,12,0,0.7,464,236,1,0,1.7,15.8,2021-02-14T12:00:00Z,90,16,0,0,0,0,24,0,38603,2.0,1.0,0.0,2,-631,1110,1741,46,False,0,Southampton,2020-21,MID,Wolves,2.2,,,,,
4093,Rúben Santos Gato Alves Dias,0,0,0,0,0.0,556,235,0,0,0.0,0.0,2021-02-13T17:30:00Z,0,17,0,0,0,0,24,0,1675281,0.0,3.0,0.0,0,-42526,158422,200948,61,True,0,Spurs,2020-21,DEF,Man City,7.6,,,,,
4094,Rúben Santos Gato Alves Dias,0,0,12,0,12.5,556,153,1,0,3.4,19.2,2021-02-17T20:15:00Z,90,7,0,0,0,0,24,0,1675281,3.0,1.0,2.0,2,-42526,158422,200948,61,False,0,Everton,2020-21,DEF,Man City,7.6,,,,,
4095,Jordan Ayew,0,0,15,0,30.7,140,232,3,0,8.3,18.0,2021-02-13T15:00:00Z,90,4,0,0,0,0,24,0,127259,3.0,0.0,34.0,2,1698,9180,7482,56,True,0,Burnley,2020-21,FWD,Crystal Palace,3.3,,,,,
4096,Harvey Barnes,1,2,36,0,26.8,235,234,1,1,11.3,52.2,2021-02-13T12:30:00Z,90,11,0,0,0,0,24,0,550367,1.0,3.0,34.0,12,-102614,30568,133182,69,True,0,Liverpool,2020-21,MID,Leicester,5.8,,,,,
4097,Marcus Rashford,0,0,16,0,27.2,306,237,1,0,6.0,10.8,2021-02-14T14:00:00Z,90,18,0,0,0,0,24,0,1008588,1.0,1.0,22.0,2,33134,103522,70388,96,False,0,West Brom,2020-21,MID,Man Utd,4.7,,,,,
4098,Michail Antonio,0,0,0,0,0.0,437,238,0,0,0.0,0.0,2021-02-15T18:00:00Z,0,15,0,0,0,0,24,0,1518522,0.0,3.0,0.0,0,-289225,55611,344836,67,True,0,Sheffield Utd,2020-21,FWD,West Ham,3.2,,,,,
4099,Callum Wilson,0,0,0,0,0.0,506,231,0,0,0.0,0.0,2021-02-15T20:00:00Z,0,5,0,0,0,0,24,0,1007441,0.0,2.0,0.0,0,-986874,6768,993642,67,False,0,Chelsea,2020-21,FWD,Newcastle,0.0,,,,,
4100,Scott McTominay,0,0,9,0,7.7,309,237,1,0,7.6,10.4,2021-02-14T14:00:00Z,90,18,0,0,0,0,24,0,78179,1.0,1.0,58.0,2,12188,17609,5421,49,False,0,West Brom,2020-21,MID,Man Utd,4.3,,,,,
4101,Pierre-Emile Højbjerg,0,0,10,0,2.8,396,235,3,0,1.6,13.6,2021-02-13T17:30:00Z,90,12,0,0,0,0,24,0,68591,0.0,3.0,0.0,2,556,5182,4626,49,False,0,Man City,2020-21,MID,Spurs,3.7,,,,,
4102,Pierre-Emerick Aubameyang,0,3,56,0,27.7,4,229,2,3,22.7,102.2,2021-02-14T16:30:00Z,90,10,0,0,0,0,24,0,515502,2.0,4.0,97.0,20,-11009,3811,14820,113,True,0,Leeds,2020-21,MID,Arsenal,4.9,,,,,
4103,Jack Grealish,0,0,5,1,3.9,37,230,0,0,1.5,3.2,2021-02-13T20:00:00Z,90,3,0,0,0,0,24,0,3161099,0.0,0.0,8.0,2,-88546,101632,190178,78,False,1,Brighton,2020-21,MID,Aston Villa,4.6,,,,,
4104,Frederico Rodrigues de Paula Santos,0,0,14,0,7.0,299,237,1,0,2.8,12.2,2021-02-14T14:00:00Z,78,18,0,0,0,0,24,0,15361,1.0,1.0,9.0,2,-428,448,876,53,False,0,West Brom,2020-21,MID,Man Utd,2.8,,,,,
4105,Douglas Luiz Soares de Paulo,0,0,5,1,2.1,52,230,0,0,2.5,15.0,2021-02-13T20:00:00Z,90,3,0,0,0,0,24,0,16797,0.0,0.0,8.0,2,-719,365,1084,49,False,1,Brighton,2020-21,MID,Aston Villa,2.3,,,,,
4106,Kai Havertz,0,0,0,0,0.0,500,231,0,0,0.0,0.0,2021-02-15T20:00:00Z,0,14,0,0,0,0,24,0,198089,0.0,2.0,0.0,0,-7198,148,7346,82,True,0,Newcastle,2020-21,MID,Chelsea,0.7,,,,,
4107,Rodrigo Moreno,0,0,0,0,0.0,492,229,0,0,0.0,0.0,2021-02-14T16:30:00Z,0,1,0,0,0,0,24,0,172461,2.0,4.0,0.0,0,-23916,282,24198,57,False,0,Arsenal,2020-21,FWD,Leeds,0.0,,,,,
4108,Lucas Digne,0,0,7,0,2.4,155,233,2,0,0.4,2.0,2021-02-14T19:00:00Z,90,8,0,0,0,0,24,0,602381,2.0,0.0,0.0,1,61671,94700,33029,61,True,0,Fulham,2020-21,DEF,Everton,3.1,,,,,
4109,Lucas Digne,1,0,17,0,4.3,155,153,3,0,1.8,9.8,2021-02-17T20:15:00Z,90,12,0,0,0,0,24,0,602381,3.0,1.0,4.0,4,61671,94700,33029,61,True,0,Man City,2020-21,DEF,Everton,3.1,,,,,
4110,James Ward-Prowse,0,0,15,0,3.5,370,236,2,0,2.6,15.6,2021-02-14T12:00:00Z,90,20,0,0,0,0,24,0,612918,2.0,1.0,7.0,2,-13215,35854,49069,60,True,0,Wolves,2020-21,MID,Southampton,3.8,,,,,
4111,Andrew Robertson,0,0,14,0,19.2,255,234,3,0,6.3,20.2,2021-02-13T12:30:00Z,90,9,0,0,0,0,24,0,1397371,1.0,3.0,24.0,1,-144248,17300,161548,73,False,0,Leicester,2020-21,DEF,Liverpool,2.0,,,,,
4112,Stuart Armstrong,1,1,23,0,16.1,368,236,2,0,5.4,29.4,2021-02-14T12:00:00Z,68,20,0,0,0,0,24,0,23294,2.0,1.0,8.0,6,-3675,373,4048,55,True,0,Wolves,2020-21,MID,Southampton,3.4,,,,,
4113,Alexandre Lacazette,0,0,0,0,0.0,6,229,0,0,0.0,0.0,2021-02-14T16:30:00Z,0,10,0,0,0,0,24,0,503677,2.0,4.0,0.0,0,-120962,22015,142977,83,True,0,Leeds,2020-21,FWD,Arsenal,4.1,,,,,
4114,Yves Bissouma,0,0,19,1,5.5,76,230,0,0,1.9,13.6,2021-02-13T20:00:00Z,90,2,0,0,0,0,24,0,124122,0.0,0.0,0.0,3,-5496,3847,9343,44,True,0,Aston Villa,2020-21,MID,Brighton,2.6,,,,,
4115,Tomas Soucek,0,0,14,1,12.8,449,238,0,0,3.0,15.0,2021-02-15T18:00:00Z,90,15,0,0,0,0,24,0,1389480,0.0,3.0,2.0,3,-304130,70134,374264,54,True,0,Sheffield Utd,2020-21,MID,West Ham,5.0,,,,,
4116,Michael Keane,0,0,6,0,2.2,156,233,1,0,2.8,8.4,2021-02-14T19:00:00Z,34,8,0,0,0,0,24,0,476281,2.0,0.0,17.0,0,75530,92692,17162,51,True,1,Fulham,2020-21,DEF,Everton,1.9,,,,,
4117,Michael Keane,0,0,15,0,0.3,156,153,3,0,2.4,23.4,2021-02-17T20:15:00Z,90,12,0,0,0,0,24,0,476281,3.0,1.0,0.0,1,75530,92692,17162,51,True,0,Man City,2020-21,DEF,Everton,1.9,,,,,
4118,Jack Harrison,0,0,6,0,15.4,203,229,3,0,4.2,7.2,2021-02-14T16:30:00Z,45,1,0,0,0,0,24,0,184143,2.0,4.0,19.0,1,7227,24887,17660,54,False,0,Arsenal,2020-21,MID,Leeds,4.9,,,,,
4119,Aaron Cresswell,1,3,37,1,29.9,435,238,0,0,6.1,29.8,2021-02-15T18:00:00Z,90,15,0,0,0,0,24,0,2066573,0.0,3.0,1.0,12,129954,170054,40100,58,True,0,Sheffield Utd,2020-21,DEF,West Ham,5.5,,,,,
4120,Romain Saïss,0,0,6,0,1.6,461,236,1,0,1.9,13.4,2021-02-14T12:00:00Z,90,16,0,0,0,0,24,0,416223,2.0,1.0,4.0,1,-26535,3042,29577,49,False,1,Southampton,2020-21,DEF,Wolves,0.2,,,,,
4121,Hakim Ziyech,0,0,0,0,0.0,114,231,0,0,0.0,0.0,2021-02-15T20:00:00Z,0,14,0,0,0,0,24,0,169887,0.0,2.0,0.0,0,-16693,2034,18727,80,True,0,Newcastle,2020-21,MID,Chelsea,1.0,,,,,
4122,Raheem Sterling,0,0,28,1,19.3,276,239,0,1,14.2,40.8,2021-02-21T16:30:00Z,90,1,0,0,0,0,25,0,1018956,1.0,0.0,82.0,8,-153553,22705,176258,116,False,0,Arsenal,2020-21,MID,Man City,5.7,,,,,
4123,Wilfried Zaha,0,0,0,0,0.0,141,241,0,0,0.0,0.0,2021-02-22T20:00:00Z,0,3,0,0,0,0,25,0,706032,2.0,1.0,0.0,0,-62666,260,62926,71,False,0,Brighton,2020-21,MID,Crystal Palace,0.0,,,,,
4124,Raúl Jiménez,0,0,0,0,0.0,460,248,0,0,0.0,0.0,2021-02-19T20:00:00Z,0,10,0,0,0,0,25,0,374176,0.0,1.0,0.0,0,-2550,154,2704,81,True,0,Leeds,2020-21,FWD,Wolves,0.0,,,,,
4125,Kieran Tierney,0,0,15,0,26.6,17,239,1,0,6.0,20.6,2021-02-21T16:30:00Z,90,12,0,0,0,0,25,0,327660,1.0,0.0,13.0,2,-9799,3957,13756,52,True,0,Man City,2020-21,DEF,Arsenal,-0.1,,,,,
4126,Neal Maupay,0,0,7,0,34.1,68,241,2,0,8.3,10.0,2021-02-22T20:00:00Z,90,6,0,0,0,0,25,0,244270,2.0,1.0,39.0,2,9773,29774,20001,61,True,0,Crystal Palace,2020-21,FWD,Brighton,1.8,,,,,
4127,Aymeric Laporte,0,0,0,0,0.0,280,239,0,0,0.0,0.0,2021-02-21T16:30:00Z,0,1,0,0,0,0,25,0,179333,1.0,0.0,0.0,0,1522,4073,2551,60,False,0,Arsenal,2020-21,DEF,Man City,4.0,,,,,
4128,Bernardo Mota Veiga de Carvalho e Silva,0,0,10,1,25.6,281,239,0,0,3.3,5.2,2021-02-21T16:30:00Z,90,1,0,0,0,0,25,0,97893,1.0,0.0,2.0,2,7243,18281,11038,74,False,1,Arsenal,2020-21,MID,Man City,5.7,,,,,
4129,Jordan Henderson,0,0,9,0,1.4,244,244,1,0,1.5,7.0,2021-02-20T17:30:00Z,29,7,0,0,0,0,25,0,89754,2.0,0.0,7.0,1,-2232,1094,3326,54,True,0,Everton,2020-21,MID,Liverpool,1.8,,,,,
4130,Pascal Struijk,0,0,16,0,0.3,211,248,1,0,7.5,33.4,2021-02-19T20:00:00Z,90,20,0,0,0,0,25,0,430005,0.0,1.0,41.0,2,65842,80519,14677,39,False,0,Wolves,2020-21,DEF,Leeds,7.6,,,,,
4131,Pascal Struijk,0,0,25,1,0.1,211,172,0,0,1.7,14.8,2021-02-23T18:00:00Z,90,16,0,0,0,0,25,0,430005,0.0,3.0,2.0,6,65842,80519,14677,39,True,0,Southampton,2020-21,DEF,Leeds,7.6,,,,,
4132,Joel Ward,0,0,11,0,0.1,134,241,1,0,2.6,25.8,2021-02-22T20:00:00Z,90,3,0,0,0,0,25,0,52086,2.0,1.0,0.0,2,-1120,269,1389,43,False,0,Brighton,2020-21,DEF,Crystal Palace,0.6,,,,,
4133,Bernd Leno,0,0,17,0,0.0,8,239,1,0,2.1,20.6,2021-02-21T16:30:00Z,90,12,0,0,0,0,25,2,560005,1.0,0.0,0.0,2,-10387,4804,15191,50,True,0,Man City,2020-21,GK,Arsenal,1.5,,,,,
4134,Luke Ayling,0,0,18,0,29.8,197,248,1,0,5.6,22.2,2021-02-19T20:00:00Z,90,20,0,0,0,0,25,0,200186,0.0,1.0,4.0,2,7091,14678,7587,44,False,0,Wolves,2020-21,DEF,Leeds,5.0,,,,,
4135,Luke Ayling,0,0,22,1,1.4,197,172,0,0,2.1,16.0,2021-02-23T18:00:00Z,90,16,0,0,0,0,25,0,200186,0.0,3.0,4.0,6,7091,14678,7587,44,True,0,Southampton,2020-21,DEF,Leeds,5.0,,,,,
4136,Jamie Vardy,1,0,13,0,1.8,224,240,1,0,4.4,1.2,2021-02-21T14:05:00Z,90,2,0,0,0,0,25,0,1410017,2.0,1.0,41.0,5,212731,238569,25838,101,False,0,Aston Villa,2020-21,FWD,Leicester,2.9,,,,,
4137,Tyrick Mitchell,0,0,13,0,0.3,146,241,1,0,2.2,21.6,2021-02-22T20:00:00Z,90,3,0,0,0,0,25,0,1209225,2.0,1.0,0.0,2,-49103,16186,65289,39,False,0,Brighton,2020-21,DEF,Crystal Palace,0.6,,,,,
4138,Youri Tielemans,0,0,14,0,34.3,228,240,1,0,6.3,16.0,2021-02-21T14:05:00Z,87,2,0,0,0,0,25,0,197139,2.0,1.0,13.0,2,-14230,5236,19466,64,False,0,Aston Villa,2020-21,MID,Leicester,2.9,,,,,
4139,Bruno Miguel Borges Fernandes,1,3,41,0,43.6,302,245,1,1,13.3,60.8,2021-02-21T19:00:00Z,90,14,0,0,0,0,25,0,4834223,1.0,3.0,29.0,12,41622,63513,21891,116,True,1,Newcastle,2020-21,MID,Man Utd,10.1,,,,,
4140,Illan Meslier,0,0,13,0,0.0,213,248,1,0,2.6,26.2,2021-02-19T20:00:00Z,90,20,1,0,0,0,25,5,469219,0.0,1.0,0.0,1,15057,32545,17488,47,False,0,Wolves,2020-21,GK,Leeds,8.6,,,,,
4141,Illan Meslier,0,2,34,1,0.0,213,172,0,0,4.2,42.0,2021-02-23T18:00:00Z,90,16,0,0,0,0,25,5,469219,0.0,3.0,0.0,9,15057,32545,17488,47,True,0,Southampton,2020-21,GK,Leeds,8.6,,,,,
4142,Kelechi Iheanacho,0,0,0,0,0.0,233,240,0,0,0.0,0.0,2021-02-21T14:05:00Z,0,2,0,0,0,0,25,0,25221,2.0,1.0,0.0,0,-1141,1021,2162,56,False,0,Aston Villa,2020-21,FWD,Leicester,2.1,,,,,
4143,Craig Dawson,0,0,10,0,0.1,576,247,1,0,3.1,13.8,2021-02-21T12:00:00Z,90,17,0,0,0,0,25,0,76263,1.0,2.0,17.0,2,4391,10739,6348,45,True,0,Spurs,2020-21,DEF,West Ham,4.6,,,,,
4144,Anthony Gordon,0,0,0,0,0.0,168,244,0,0,0.0,0.0,2021-02-20T17:30:00Z,0,11,0,0,0,0,25,0,40183,2.0,0.0,0.0,0,-2313,0,2313,43,False,0,Liverpool,2020-21,MID,Everton,0.0,,,,,
4145,Kyle Walker-Peters,0,0,0,0,0.0,375,246,0,0,0.0,0.0,2021-02-20T12:30:00Z,0,5,0,0,0,0,25,0,413720,1.0,1.0,0.0,0,-50243,7786,58029,47,True,0,Chelsea,2020-21,DEF,Southampton,0.0,,,,,
4146,Kyle Walker-Peters,0,0,0,0,0.0,375,172,0,0,0.0,0.0,2021-02-23T18:00:00Z,0,10,0,0,0,0,25,0,413720,0.0,3.0,0.0,0,-50243,7786,58029,47,False,0,Leeds,2020-21,DEF,Southampton,0.0,,,,,
4147,Sam Johnstone,0,1,25,1,0.0,417,242,0,0,1.1,11.2,2021-02-20T15:00:00Z,90,4,0,0,0,0,25,1,176444,0.0,0.0,0.0,7,-1090,7027,8117,45,False,0,Burnley,2020-21,GK,West Brom,2.9,,,,,
4148,Joel Matip,0,0,0,0,0.0,246,244,0,0,0.0,0.0,2021-02-20T17:30:00Z,0,7,0,0,0,0,25,0,32485,2.0,0.0,0.0,0,-1090,43,1133,54,True,0,Everton,2020-21,DEF,Liverpool,0.0,,,,,
4149,Gabriel Fernando de Jesus,0,0,5,0,12.3,282,239,0,0,1.6,0.4,2021-02-21T16:30:00Z,27,1,0,0,0,0,25,0,345766,1.0,0.0,3.0,1,-78780,16318,95098,92,False,0,Arsenal,2020-21,FWD,Man City,5.5,,,,,
4150,Kevin De Bruyne,0,0,10,1,45.9,272,239,0,0,5.7,3.2,2021-02-21T16:30:00Z,62,1,0,0,0,0,25,0,863397,1.0,0.0,8.0,3,55717,71318,15601,118,False,0,Arsenal,2020-21,MID,Man City,1.2,,,,,
4151,Ben Davies,0,0,0,0,0.0,653,244,0,0,0.0,0.0,2021-02-20T17:30:00Z,0,7,0,0,0,0,25,0,1929,2.0,0.0,0.0,0,-532,110,642,50,True,0,Everton,2020-21,DEF,Liverpool,0.0,,,,,
4152,Eric Dier,0,0,15,0,22.0,391,247,2,0,5.0,14.0,2021-02-21T12:00:00Z,90,19,0,0,0,0,25,0,259259,1.0,2.0,14.0,1,-14302,10731,25033,49,False,0,West Ham,2020-21,DEF,Spurs,0.7,,,,,
4153,Phil Foden,0,0,0,0,0.0,284,239,0,0,0.0,0.0,2021-02-21T16:30:00Z,0,1,0,0,0,0,25,0,865821,1.0,0.0,0.0,0,37701,107840,70139,61,False,0,Arsenal,2020-21,MID,Man City,5.5,,,,,
